record_id,energy_node_id,region,substation_type,device_type,communication_protocol,packet_size_bytes,packet_rate_per_sec,network_latency_ms,bandwidth_usage_mbps,jitter_ms,packet_loss_percent,connection_duration_sec,active_connection_count,failed_connection_count,authentication_attempts,failed_login_count,user_role,device_trust_level,firmware_version,cpu_utilization_percent,memory_utilization_percent,power_consumption_kw,sensor_update_interval_ms,telemetry_volume_mb,scada_command_count,control_signal_frequency,measurement_variance,voltage_deviation_percent,frequency_deviation_hz,event_severity,alert_priority,encryption_algorithm,certificate_status,intrusion_signature_score,behavior_anomaly_score,traffic_entropy,session_risk_score,federated_round,attack_type
10878,Node_10,West,Renewable,PLC,IEC61850,503,772,39.63,748.78,15.55,5.85,7046,177,4,44,7,Engineer,Guest,v1.0,40.22,83.16,443.03,117.36,117.2,1136,441.33,16.73,9.08,0.126,Critical,P1,ChaCha20,Valid,0.6126,0.2847,5.552,23.84,11,Spoofing_Attack
10879,Node_09,Northeast,Renewable,Edge_Node,MQTT,1225,280,196.72,724.9,43.65,23.08,5931,267,42,29,8,Maintenance,Guest,v2.3,59.52,39.91,327.13,354.83,119.8,297,18.68,5.009,-7.84,-1.601,Medium,P2,RSA2048,Expired,0.8972,0.7581,2.23,22.12,67,False_Data_Injection
10880,Node_02,Northeast,Distribution,Edge_Node,OPC_UA,1445,187,232.99,99.24,3.37,3.31,6538,101,40,31,4,Supervisor,Guest,v1.2,52.66,66.59,326.87,664.85,184.51,679,87.09,4.397,-7.31,-0.579,High,P2,ChaCha20,Expired,0.0014,0.9078,2.161,59.91,31,DoS_Attack
10881,Node_08,Central,Distribution,Gateway,TCP_IP,905,1188,91.92,959.69,43.87,23.36,573,29,22,49,13,Operator,Restricted,v2.3,94.15,37.54,260.8,948.18,223.02,180,147.12,9.27,9.94,-1.037,Low,P1,AES256,Expired,0.1488,0.6002,7.702,26.45,55,Replay_Attack
10882,Node_07,North,Renewable,RTU,TCP_IP,958,584,231.94,77.13,10.91,6.89,1715,75,17,47,12,Administrator,Trusted,v1.0,91.0,17.9,468.71,660.9,133.57,162,362.17,1.117,-9.15,-0.124,Low,P3,ChaCha20,Valid,0.419,0.5381,6.958,16.22,66,Reconnaissance
10883,Node_04,East,Transmission,IED,OPC_UA,714,240,159.23,499.45,47.77,0.02,4243,238,47,16,17,Supervisor,Restricted,v1.2,17.47,27.99,193.2,719.07,11.22,1150,81.98,13.366,2.18,-0.217,Medium,P2,AES256,Revoked,0.4459,0.81,2.093,56.73,100,Command_Injection
10884,Node_02,South,Renewable,SCADA_Server,DNP3,583,639,70.84,647.09,10.98,4.91,3583,173,37,51,15,Engineer,Restricted,v3.0,92.08,67.61,113.53,629.12,117.88,632,94.5,11.129,-5.39,-1.427,Low,P2,AES128,Valid,0.4191,0.2988,4.924,72.68,78,Normal
10885,Node_08,North,Industrial,RTU,OPC_UA,1155,1382,150.34,888.77,42.8,25.49,2777,229,11,10,17,Maintenance,Restricted,v1.2,23.77,17.02,120.16,529.64,199.45,13,253.21,16.833,6.74,-0.878,Low,P1,AES256,Revoked,0.9971,0.9861,5.768,34.1,31,Reconnaissance
10886,Node_11,Northeast,Industrial,PLC,TCP_IP,209,891,202.22,273.25,45.88,15.6,2370,287,47,6,17,Engineer,Guest,v1.0,92.32,81.24,434.84,726.83,31.22,546,413.04,8.082,-9.77,1.72,Medium,P1,RSA2048,Expired,0.8958,0.5443,2.446,7.23,29,False_Data_Injection
10887,Node_05,North,Industrial,RTU,Modbus,1337,816,196.68,271.22,46.11,23.02,2745,110,50,30,10,Engineer,Restricted,v3.0,91.61,19.0,299.02,385.54,45.76,835,35.64,9.15,-7.21,-0.636,Low,P1,AES256,Revoked,0.7376,0.4676,2.792,50.52,44,Replay_Attack
10888,Node_06,Central,Distribution,Smart_Meter,OPC_UA,447,902,221.39,782.36,6.19,9.04,1835,49,39,17,3,Operator,Guest,v1.2,21.23,14.64,382.42,404.91,97.76,363,225.13,9.726,-3.9,0.293,Critical,P1,AES256,Valid,0.9624,0.5853,2.031,56.47,92,Reconnaissance
10889,Node_11,East,Transmission,Edge_Node,MQTT,531,667,197.01,413.93,33.55,27.64,2424,113,12,72,8,Engineer,Trusted,v3.0,68.46,69.22,296.99,206.43,148.57,305,482.68,7.909,-0.74,-0.885,Low,P2,RSA2048,Valid,0.3555,0.2319,6.296,58.01,49,Reconnaissance
10890,Node_07,Northeast,Renewable,RTU,OPC_UA,825,1150,174.19,209.68,41.17,26.97,3967,71,4,2,9,Maintenance,Guest,v1.0,32.22,14.81,441.44,477.83,38.0,1173,92.44,17.219,-1.39,1.103,Low,P2,AES128,Valid,0.9382,0.3914,3.021,34.67,53,Malware
10891,Node_10,Central,Transmission,Gateway,MQTT,953,574,96.54,26.23,36.8,9.64,1836,234,35,11,9,Operator,Restricted,v1.2,21.15,93.27,472.35,618.73,189.82,851,361.19,19.088,6.14,-0.342,High,P2,RSA2048,Revoked,0.4261,0.8974,5.179,39.4,84,Insider_Threat
10892,Node_01,North,Transmission,IED,IEC61850,578,162,45.75,747.1,23.67,25.54,4501,113,20,10,13,Operator,Trusted,v1.0,69.88,75.36,129.96,455.44,49.88,676,264.11,18.405,-7.79,1.283,Medium,P3,AES128,Valid,0.44,0.2406,2.974,65.18,93,False_Data_Injection
10893,Node_08,South,Transmission,Smart_Meter,DNP3,1451,1205,29.05,19.95,47.07,7.36,6943,205,30,17,1,Maintenance,Restricted,v2.0,70.7,65.02,224.42,224.14,67.62,212,219.79,2.299,3.8,-0.373,Critical,P2,RSA2048,Valid,0.3859,0.735,0.955,20.13,20,False_Data_Injection
10894,Node_04,West,Industrial,Smart_Meter,IEC61850,1486,1008,203.36,639.38,8.99,29.32,4302,188,15,30,19,Engineer,Guest,v1.2,35.93,67.28,62.19,728.96,164.14,337,58.42,18.043,3.75,1.369,Critical,P2,RSA2048,Revoked,0.0188,0.6902,2.246,79.22,84,Command_Injection
10895,Node_09,Central,Renewable,Smart_Meter,MQTT,183,372,191.92,431.72,43.88,15.49,3378,92,38,46,13,Operator,Restricted,v1.2,62.5,78.34,330.8,72.17,190.0,727,243.76,18.539,9.93,-1.152,Medium,P4,AES256,Revoked,0.8882,0.9297,4.676,24.98,19,Normal
10896,Node_01,Northeast,Distribution,PLC,DNP3,813,247,223.71,636.3,12.05,16.57,3317,22,27,33,21,Maintenance,Restricted,v3.0,30.37,53.46,202.28,986.07,191.23,972,266.06,10.192,2.68,-1.634,Critical,P3,AES128,Valid,0.8924,0.5612,2.348,34.86,3,Insider_Threat
10897,Node_11,North,Transmission,PLC,IEC61850,118,1320,18.59,761.29,22.53,0.56,3599,88,27,22,22,Maintenance,Restricted,v3.0,70.64,45.9,496.31,813.53,226.66,1056,155.31,18.281,-3.35,0.154,Medium,P4,ChaCha20,Expired,0.5857,0.5358,0.761,5.65,42,Insider_Threat
10898,Node_02,West,Transmission,Gateway,OPC_UA,1157,678,159.19,649.4,23.13,22.49,5343,50,15,13,3,Supervisor,Guest,v2.3,77.63,70.16,371.54,355.79,207.73,952,71.73,4.854,-3.5,1.81,High,P2,RSA2048,Valid,0.9021,0.8854,7.44,79.93,94,Malware
10899,Node_06,West,Industrial,IED,TCP_IP,419,1139,180.4,468.39,14.47,7.35,5902,65,48,59,13,Supervisor,Trusted,v3.0,42.39,19.49,124.71,957.87,108.14,348,451.4,0.584,3.07,1.01,High,P3,ChaCha20,Revoked,0.9913,0.0682,5.433,48.0,3,Malware
10900,Node_11,North,Industrial,RTU,TCP_IP,1375,517,103.73,907.96,14.21,5.14,6036,287,47,7,4,Engineer,Guest,v2.3,31.21,22.92,429.12,182.52,72.63,320,88.84,6.191,2.68,1.952,Medium,P4,RSA2048,Revoked,0.8756,0.8756,5.407,30.83,80,Reconnaissance
10901,Node_10,East,Renewable,Gateway,OPC_UA,837,1044,133.32,8.57,18.68,11.26,1622,100,6,73,5,Maintenance,Guest,v3.0,19.24,48.95,90.05,556.1,181.54,169,148.81,2.164,4.39,1.686,Low,P1,AES128,Revoked,0.535,0.9009,5.75,1.35,77,Reconnaissance
10902,Node_11,North,Distribution,PLC,DNP3,975,198,124.64,52.49,0.65,9.86,817,32,29,39,1,Administrator,Guest,v1.0,97.84,67.99,243.35,89.88,65.76,1178,150.83,0.643,2.82,-1.789,Medium,P2,ChaCha20,Revoked,0.9142,0.0721,2.993,72.54,30,Normal
10903,Node_01,Northeast,Distribution,Gateway,IEC61850,1072,180,109.3,489.08,12.1,4.22,6009,274,10,23,4,Administrator,Restricted,v1.0,70.99,92.39,319.62,359.59,139.06,350,424.45,2.449,-6.33,-0.724,Medium,P1,AES128,Expired,0.822,0.8691,3.519,65.66,84,Command_Injection
10904,Node_04,South,Industrial,IED,Modbus,1025,329,73.36,251.01,47.56,23.78,4907,90,37,41,14,Maintenance,Guest,v2.0,32.28,13.54,290.14,870.01,164.48,770,288.54,1.546,-1.13,-1.882,Critical,P2,RSA2048,Revoked,0.5606,0.8795,3.507,61.67,61,False_Data_Injection
10905,Node_08,Northeast,Renewable,Gateway,Modbus,1324,64,247.26,433.25,35.96,21.64,6081,24,58,69,7,Supervisor,Restricted,v2.3,25.94,12.84,445.85,387.73,15.29,1119,263.39,12.818,-5.39,1.109,Low,P1,AES256,Valid,0.5573,0.6804,5.364,37.66,16,Insider_Threat
10906,Node_10,West,Transmission,SCADA_Server,Modbus,281,838,220.96,290.74,22.23,8.64,6322,184,5,34,5,Engineer,Restricted,v3.0,78.25,75.22,263.28,583.71,190.08,333,197.6,3.613,3.61,-0.961,Medium,P1,ChaCha20,Valid,0.9249,0.9443,6.426,77.73,27,Insider_Threat
10907,Node_05,South,Renewable,Edge_Node,IEC61850,787,1071,196.86,235.09,0.05,14.92,5581,2,31,59,16,Supervisor,Restricted,v1.0,72.76,89.96,417.87,721.09,150.69,658,419.8,12.306,5.05,1.533,Critical,P3,RSA2048,Revoked,0.3715,0.1614,3.686,24.03,36,Insider_Threat
10908,Node_09,Central,Distribution,Edge_Node,TCP_IP,1357,231,210.62,923.42,35.4,8.68,790,205,11,63,6,Administrator,Trusted,v3.0,37.07,23.0,98.14,152.79,162.84,79,403.53,10.823,0.61,1.736,High,P2,AES128,Revoked,0.5988,0.7793,3.319,16.87,3,Spoofing_Attack
10909,Node_11,West,Industrial,Smart_Meter,IEC61850,1405,946,209.5,220.56,24.65,2.79,5314,208,10,78,24,Operator,Restricted,v3.0,78.0,10.63,302.7,13.25,54.41,165,117.5,9.235,6.22,-0.521,Low,P4,AES128,Valid,0.9024,0.6979,5.471,48.41,67,Insider_Threat
10910,Node_11,East,Transmission,RTU,IEC61850,327,1048,19.62,96.01,32.81,11.99,5597,251,43,29,4,Supervisor,Trusted,v1.2,57.59,99.74,158.69,405.44,168.49,908,81.44,4.063,7.36,0.595,Low,P3,RSA2048,Revoked,0.7949,0.5857,2.532,39.85,89,Reconnaissance
10911,Node_06,North,Transmission,SCADA_Server,MQTT,407,360,144.11,229.6,19.72,11.08,3636,76,23,39,16,Maintenance,Restricted,v2.0,68.99,92.49,272.31,743.5,5.34,765,4.51,11.526,5.95,-1.654,High,P3,AES256,Revoked,0.5105,0.966,4.256,97.24,89,Reconnaissance
10912,Node_01,Central,Distribution,PLC,TCP_IP,890,219,118.21,430.08,0.04,26.68,4077,279,34,36,9,Supervisor,Restricted,v2.3,5.44,33.76,410.38,853.99,245.25,761,404.43,13.238,3.46,1.8,Low,P4,ChaCha20,Revoked,0.9231,0.3563,2.5,48.52,97,DoS_Attack
10913,Node_06,Northeast,Transmission,SCADA_Server,Modbus,584,685,50.49,227.2,29.18,19.69,6491,218,13,63,16,Engineer,Restricted,v1.0,14.93,75.99,456.27,530.98,188.3,131,68.82,9.832,-4.22,0.361,High,P2,AES128,Valid,0.8268,0.2719,6.57,52.89,64,Command_Injection
10914,Node_06,South,Renewable,PLC,Modbus,1129,1231,66.04,102.23,39.42,23.3,58,264,5,12,23,Administrator,Restricted,v1.0,89.86,70.48,434.15,126.89,187.73,923,385.89,2.144,-0.84,-0.992,Low,P1,AES256,Valid,0.85,0.9608,2.073,41.5,1,Reconnaissance
10915,Node_06,Central,Distribution,Edge_Node,Modbus,1105,321,36.18,272.32,10.83,20.23,6678,92,15,44,5,Engineer,Restricted,v2.0,26.31,31.73,81.44,161.4,121.3,986,132.67,12.471,7.74,-0.799,Low,P1,RSA2048,Expired,0.3896,0.4905,5.668,26.26,57,Normal
10916,Node_08,East,Distribution,IED,TCP_IP,1297,159,118.85,906.93,33.14,8.28,6520,137,44,11,22,Operator,Trusted,v3.0,20.11,92.13,230.71,277.52,196.54,143,152.92,14.092,-4.65,-1.937,Critical,P1,AES256,Revoked,0.7745,0.0671,4.031,41.52,91,Insider_Threat
10917,Node_06,North,Transmission,IED,MQTT,495,766,64.83,753.94,17.58,24.45,5119,175,37,29,11,Administrator,Trusted,v2.0,20.51,60.36,398.79,883.63,31.52,1006,164.61,7.394,3.07,-0.693,High,P2,ChaCha20,Expired,0.9655,0.2604,2.976,2.13,94,Spoofing_Attack
10918,Node_05,Central,Distribution,IED,MQTT,393,32,53.92,237.13,41.66,20.48,530,199,51,31,19,Supervisor,Guest,v1.2,88.84,33.96,307.01,9.44,44.8,516,273.11,6.031,6.98,0.255,Critical,P1,AES128,Revoked,0.8515,0.3962,3.476,69.07,71,Command_Injection
10919,Node_11,Northeast,Industrial,PLC,IEC61850,339,391,137.63,609.12,21.89,3.05,1448,58,53,76,11,Engineer,Restricted,v2.3,92.18,43.44,210.85,292.62,69.86,73,125.08,8.895,9.56,-0.525,High,P4,AES256,Expired,0.0877,0.3921,6.24,24.23,44,Reconnaissance
10920,Node_02,South,Renewable,Smart_Meter,TCP_IP,1000,1392,53.95,856.81,3.13,13.55,4790,172,7,67,3,Supervisor,Restricted,v1.0,43.07,13.05,124.61,635.09,45.83,267,41.51,12.672,-0.84,0.798,High,P2,AES128,Valid,0.7133,0.2232,0.692,71.02,94,DoS_Attack
10921,Node_04,Central,Distribution,SCADA_Server,TCP_IP,790,1307,147.81,971.11,26.46,0.99,1937,43,48,78,4,Engineer,Guest,v2.0,69.53,13.08,336.24,667.68,17.08,220,465.78,19.151,7.06,-0.453,Medium,P1,ChaCha20,Valid,0.4427,0.0656,4.996,26.55,68,Command_Injection
10922,Node_10,North,Industrial,RTU,Modbus,810,1469,39.73,78.91,30.38,10.69,4824,245,56,57,6,Supervisor,Trusted,v2.0,82.63,63.34,109.95,877.01,196.52,322,97.2,7.674,-6.27,1.871,Critical,P3,AES128,Valid,0.8714,0.6578,5.916,24.48,55,False_Data_Injection
10923,Node_05,Northeast,Transmission,IED,Modbus,1235,1032,176.7,207.78,15.98,18.69,1364,98,49,37,16,Administrator,Guest,v2.0,98.8,18.53,469.39,303.81,186.28,181,180.79,1.376,1.73,1.055,Critical,P1,AES128,Expired,0.9393,0.4553,5.687,40.52,88,Reconnaissance
10924,Node_10,Central,Distribution,PLC,TCP_IP,1137,121,76.5,943.75,3.88,15.59,2152,24,1,71,10,Engineer,Trusted,v3.0,75.39,30.51,182.2,965.39,239.04,162,16.89,1.469,6.27,-1.401,Low,P2,ChaCha20,Valid,0.8302,0.9999,7.937,30.83,53,Spoofing_Attack
10925,Node_04,South,Industrial,Smart_Meter,OPC_UA,196,1436,191.09,885.39,37.66,14.24,261,84,44,47,20,Engineer,Trusted,v2.0,94.68,23.7,253.49,161.64,142.02,1103,375.07,15.63,-9.82,0.501,Medium,P1,AES256,Valid,0.1861,0.8562,0.535,7.35,96,DoS_Attack
10926,Node_02,North,Transmission,IED,TCP_IP,763,1396,199.33,302.58,27.04,6.08,4994,263,38,71,22,Operator,Trusted,v3.0,66.82,51.38,468.97,506.84,55.54,511,183.26,3.487,-2.68,-1.442,Medium,P1,AES256,Expired,0.7034,0.2674,5.94,98.41,2,Command_Injection
10927,Node_07,East,Industrial,SCADA_Server,OPC_UA,1050,1354,246.46,201.71,10.49,3.27,6007,50,53,50,15,Operator,Trusted,v3.0,8.1,49.36,110.31,982.52,68.29,278,245.84,11.9,4.42,-0.873,High,P4,AES256,Revoked,0.9803,0.8177,1.28,97.44,80,Reconnaissance
10928,Node_10,East,Transmission,IED,OPC_UA,648,893,5.12,816.32,9.37,12.2,2702,174,5,59,18,Administrator,Trusted,v1.0,66.37,32.06,55.17,508.78,115.09,497,108.83,3.7,-6.49,-1.36,Medium,P1,AES256,Expired,0.745,0.1626,4.444,35.1,30,Normal
10929,Node_10,West,Renewable,RTU,MQTT,874,1256,202.66,109.69,27.3,12.8,2763,129,1,65,14,Administrator,Guest,v1.2,57.92,36.32,487.97,852.94,78.76,1162,165.42,12.591,9.57,1.558,Low,P3,AES256,Expired,0.4529,0.1595,2.306,88.91,31,Malware
10930,Node_02,Central,Distribution,Edge_Node,IEC61850,168,1422,120.99,621.75,15.48,21.86,398,283,59,75,2,Maintenance,Guest,v2.3,60.7,93.12,47.4,434.62,179.11,754,129.84,9.855,8.01,1.199,Medium,P2,ChaCha20,Revoked,0.5137,0.9462,3.536,2.96,56,Insider_Threat
10931,Node_01,South,Renewable,RTU,DNP3,355,858,31.56,908.08,34.56,3.65,3842,80,38,62,19,Administrator,Restricted,v2.3,9.13,39.46,285.47,507.1,162.19,1012,444.97,4.349,2.7,-0.485,Low,P3,AES256,Expired,0.1607,0.7665,5.514,86.22,29,Normal
10932,Node_05,Central,Renewable,Gateway,Modbus,295,1098,189.67,184.15,17.44,10.22,1334,236,46,64,24,Operator,Trusted,v3.0,28.84,78.73,238.83,565.08,156.48,128,297.88,6.547,-5.63,-1.348,Medium,P3,RSA2048,Valid,0.4638,0.7495,0.515,87.08,33,Reconnaissance
10933,Node_12,North,Distribution,Edge_Node,OPC_UA,1188,115,17.39,129.54,23.52,10.5,982,39,27,38,23,Operator,Restricted,v2.0,42.24,78.66,421.65,663.54,103.41,277,167.74,8.152,2.9,-0.926,Medium,P1,RSA2048,Expired,0.2641,0.2263,7.008,38.93,29,Command_Injection
10934,Node_01,West,Renewable,Edge_Node,Modbus,322,1356,217.05,645.07,2.99,12.63,6425,78,36,42,6,Supervisor,Guest,v2.0,93.61,20.58,236.69,552.5,106.97,210,480.55,16.77,2.96,1.244,High,P4,RSA2048,Expired,0.9686,0.3087,0.72,5.53,58,DoS_Attack
10935,Node_01,South,Renewable,SCADA_Server,Modbus,1020,1228,158.46,616.13,23.05,3.8,875,17,19,35,12,Supervisor,Trusted,v3.0,52.79,59.07,392.82,579.92,152.63,773,414.5,3.064,3.16,-0.038,Medium,P3,ChaCha20,Revoked,0.3019,0.5837,6.15,78.47,71,Replay_Attack
10936,Node_01,Central,Industrial,Edge_Node,Modbus,1379,442,47.98,71.94,0.51,19.94,1004,133,28,12,0,Engineer,Trusted,v1.2,19.08,46.62,476.34,257.74,34.62,664,300.11,11.142,-4.88,1.433,Low,P4,AES128,Valid,0.0927,0.8159,4.172,65.14,76,DoS_Attack
10937,Node_06,South,Transmission,IED,TCP_IP,175,687,170.54,364.43,18.03,11.44,4618,244,46,49,1,Operator,Trusted,v1.2,66.95,81.02,322.07,104.2,102.39,718,131.66,17.582,0.85,0.648,Low,P1,AES256,Revoked,0.447,0.73,6.268,8.98,82,Insider_Threat
10938,Node_09,North,Renewable,Gateway,IEC61850,1132,685,42.66,927.27,15.51,16.27,5600,198,25,34,16,Operator,Restricted,v1.0,24.03,72.83,293.59,145.25,40.22,252,281.15,12.582,-5.9,1.812,High,P3,ChaCha20,Valid,0.8428,0.6028,5.773,48.54,3,Insider_Threat
10939,Node_10,West,Distribution,SCADA_Server,Modbus,1244,524,141.79,233.65,37.81,2.69,4805,134,54,36,5,Maintenance,Restricted,v2.3,87.77,81.47,96.06,979.85,12.94,636,293.65,5.794,-7.21,0.471,Critical,P4,AES128,Expired,0.2347,0.6006,0.937,64.48,44,Replay_Attack
10940,Node_11,South,Industrial,PLC,IEC61850,288,373,2.24,531.11,38.44,20.82,1999,89,32,49,1,Supervisor,Trusted,v2.3,73.99,32.07,401.42,629.51,249.26,34,373.58,3.209,-2.69,1.011,Critical,P4,AES256,Expired,0.8919,0.8918,5.127,60.23,83,DoS_Attack
10941,Node_12,North,Transmission,SCADA_Server,DNP3,967,1116,234.37,355.76,20.94,19.52,6887,128,52,36,16,Administrator,Restricted,v2.3,25.6,96.09,396.9,186.16,67.68,618,183.75,3.423,-7.17,-1.458,Low,P1,ChaCha20,Expired,0.507,0.8288,3.131,76.25,47,DoS_Attack
10942,Node_01,East,Renewable,RTU,DNP3,1160,41,16.93,904.96,48.79,12.94,5959,213,59,27,9,Maintenance,Trusted,v3.0,67.09,44.89,400.33,234.85,10.22,795,236.24,5.845,1.9,0.922,Critical,P3,RSA2048,Revoked,0.3387,0.21,0.709,94.96,71,Normal
10943,Node_05,South,Renewable,Edge_Node,MQTT,981,1244,187.7,523.07,12.5,13.94,3535,293,6,66,10,Maintenance,Trusted,v1.0,86.29,35.97,191.72,882.66,74.82,241,144.48,17.741,4.94,1.617,Medium,P3,AES128,Valid,0.7481,0.0521,0.328,67.5,82,Replay_Attack
10944,Node_09,West,Distribution,Edge_Node,Modbus,644,192,176.55,453.17,8.29,8.32,35,64,50,38,6,Operator,Guest,v3.0,68.59,67.05,56.63,355.06,77.45,317,462.81,12.565,3.64,1.5,Critical,P4,RSA2048,Valid,0.9248,0.4921,0.022,59.13,27,False_Data_Injection
10945,Node_09,Northeast,Renewable,Smart_Meter,OPC_UA,1259,674,163.24,892.09,40.72,8.93,6082,127,10,79,17,Engineer,Guest,v2.3,39.8,60.73,18.52,841.42,104.22,130,234.95,9.264,2.06,-0.077,Low,P4,AES256,Revoked,0.6629,0.9298,5.893,99.33,98,Reconnaissance
10946,Node_01,Northeast,Distribution,IED,MQTT,799,468,10.74,645.98,25.51,28.26,1997,150,46,68,15,Administrator,Trusted,v1.0,95.97,29.46,478.58,279.58,24.71,56,416.25,6.948,1.63,-0.829,Low,P2,RSA2048,Valid,0.6246,0.7037,2.952,30.19,33,Spoofing_Attack
10947,Node_08,South,Renewable,SCADA_Server,TCP_IP,624,1395,164.22,360.37,9.77,0.34,439,262,44,35,21,Supervisor,Restricted,v3.0,5.67,89.1,269.8,497.52,24.31,265,78.44,5.022,-7.79,0.225,Critical,P3,AES128,Revoked,0.4415,0.8166,1.736,90.53,81,Reconnaissance
10948,Node_01,South,Renewable,IED,MQTT,1323,1189,153.59,993.16,16.65,16.55,1483,264,39,27,19,Maintenance,Guest,v2.3,12.14,42.59,466.73,467.33,24.45,156,481.19,2.248,-9.54,-1.301,Medium,P3,AES256,Revoked,0.6628,0.4797,2.164,46.2,43,Spoofing_Attack
10949,Node_08,North,Distribution,Gateway,DNP3,1066,1310,158.53,916.23,4.73,9.29,923,29,33,26,18,Operator,Restricted,v1.0,33.08,95.77,311.91,453.23,127.06,708,254.02,5.25,3.3,0.222,High,P1,AES128,Expired,0.5708,0.1995,7.859,42.12,41,DoS_Attack
10950,Node_01,Central,Transmission,RTU,OPC_UA,950,1014,135.03,268.27,34.81,10.6,4037,54,31,37,4,Operator,Restricted,v1.0,38.66,79.69,258.86,800.05,183.64,1159,486.88,18.001,8.89,-1.091,High,P3,AES128,Expired,0.6378,0.1189,3.475,53.53,1,Replay_Attack
10951,Node_12,Northeast,Industrial,Edge_Node,Modbus,1326,407,83.28,38.71,24.84,15.83,5099,279,27,7,14,Administrator,Guest,v2.0,65.26,44.58,252.69,181.3,242.44,513,188.3,0.611,8.95,0.754,High,P1,RSA2048,Expired,0.8339,0.1715,6.587,2.2,39,Reconnaissance
10952,Node_05,Central,Distribution,Edge_Node,Modbus,443,53,59.31,125.22,28.21,11.86,5496,148,17,27,16,Administrator,Restricted,v3.0,40.63,48.37,478.8,838.73,81.97,3,205.02,19.328,2.87,0.7,Critical,P4,ChaCha20,Revoked,0.9244,0.4127,3.873,18.36,41,Reconnaissance
10953,Node_08,Northeast,Transmission,Gateway,DNP3,520,323,114.62,158.88,3.72,4.47,2292,267,10,30,17,Operator,Restricted,v1.2,75.92,37.9,24.25,262.2,43.49,961,7.08,0.318,-1.02,0.731,Critical,P3,RSA2048,Revoked,0.7873,0.7061,5.228,3.43,6,Spoofing_Attack
10954,Node_06,South,Transmission,SCADA_Server,TCP_IP,1291,102,96.84,736.23,34.97,6.72,3472,253,24,22,5,Operator,Guest,v1.2,29.65,17.57,310.04,757.57,83.4,974,391.06,18.548,2.96,1.517,Low,P3,ChaCha20,Valid,0.4602,0.7748,4.772,62.0,11,Malware
10955,Node_09,West,Distribution,IED,IEC61850,147,1339,172.24,379.21,14.69,0.98,5110,270,37,78,9,Maintenance,Restricted,v3.0,19.11,32.32,197.78,935.15,221.22,581,93.5,4.286,-7.47,1.817,Medium,P1,RSA2048,Valid,0.5837,0.9252,2.525,91.17,53,Insider_Threat
10956,Node_01,West,Industrial,RTU,DNP3,1301,503,68.4,342.51,8.0,11.33,6989,185,27,40,11,Administrator,Trusted,v1.0,64.06,46.7,77.92,850.98,85.25,655,162.19,3.246,-8.64,1.599,Medium,P4,AES256,Revoked,0.772,0.8744,7.192,66.74,47,Insider_Threat
10957,Node_09,Northeast,Distribution,IED,OPC_UA,1478,1340,198.13,561.0,21.23,26.85,1150,39,14,4,5,Maintenance,Trusted,v2.0,24.88,20.18,235.46,965.14,42.4,875,160.37,14.585,-4.54,0.035,High,P3,RSA2048,Expired,0.0415,0.8216,5.639,1.72,30,Command_Injection
10958,Node_01,Northeast,Renewable,RTU,IEC61850,422,1449,244.99,139.85,42.73,14.73,5210,29,44,68,19,Administrator,Restricted,v3.0,37.29,65.41,491.15,640.07,178.04,733,63.96,10.843,9.55,-1.494,Medium,P3,ChaCha20,Valid,0.3662,0.181,6.311,29.02,10,Normal
10959,Node_10,North,Renewable,SCADA_Server,OPC_UA,1460,386,174.94,279.49,18.58,16.42,3154,140,1,29,0,Operator,Restricted,v1.2,14.39,81.41,469.93,241.86,120.71,773,280.47,17.13,5.96,-1.699,Medium,P4,AES128,Valid,0.1432,0.4084,2.649,16.93,8,Spoofing_Attack
10960,Node_10,South,Transmission,IED,Modbus,121,339,128.57,487.52,5.45,13.33,3891,152,24,79,18,Engineer,Guest,v1.2,89.35,15.42,64.29,841.32,17.69,166,433.49,14.351,-2.76,-1.204,High,P3,RSA2048,Valid,0.0311,0.3621,3.058,24.65,27,False_Data_Injection
10961,Node_03,South,Renewable,Smart_Meter,IEC61850,747,1247,43.66,471.17,47.11,26.62,3166,178,20,23,21,Maintenance,Trusted,v2.0,17.98,75.17,462.43,520.51,198.17,482,150.41,13.145,7.39,0.393,Critical,P4,AES128,Valid,0.1277,0.2629,3.826,52.81,42,Normal
10962,Node_01,Central,Industrial,Edge_Node,OPC_UA,500,68,245.55,613.59,31.96,12.89,858,164,50,75,4,Supervisor,Guest,v2.3,82.09,85.51,473.03,259.51,185.49,248,373.89,12.638,-3.03,0.343,Low,P3,AES128,Revoked,0.6199,0.248,2.337,30.04,97,Normal
10963,Node_03,North,Distribution,SCADA_Server,Modbus,1077,649,68.9,313.36,15.08,22.62,5334,59,43,20,19,Maintenance,Guest,v2.0,20.49,93.08,36.14,146.17,50.74,772,313.55,3.415,6.8,1.57,Critical,P1,RSA2048,Valid,0.2998,0.3661,3.705,59.05,82,Insider_Threat
10964,Node_12,East,Industrial,SCADA_Server,OPC_UA,937,290,142.53,385.39,29.15,22.54,6648,169,53,76,12,Maintenance,Trusted,v1.2,50.11,34.34,69.87,541.58,91.68,626,83.54,13.014,0.33,1.312,Low,P4,AES256,Valid,0.3995,0.4028,7.512,77.39,34,Insider_Threat
